time,memb_voltage
396.68,-61.68392249224567
396.69,-61.685018266474565
396.7,-61.68611382742431
396.71000000000004,-61.68720917519493
396.72,-61.688304309886455
396.73,-61.689399231598856
396.74,-61.690493940432056
396.75,-61.69158842855208
396.76,-61.69268270180466
396.77,-61.69377676121904
396.78000000000003,-61.69487060681453
396.79,-61.6959642386074
396.8,-61.69705765661088
396.81,-61.69815086083503
396.82,-61.699243851286695
396.83,-61.700336627969456
396.84000000000003,-61.701429190883495
396.85,-61.70252154002555
396.86,-61.70361367538887
396.87,-61.70470559696311
396.88,-61.70579730473425
396.89,-61.70688879868454
396.90000000000003,-61.70798007879243
396.91,-61.709071145032475
396.92,-61.71016199737527
396.93,-61.711252635787396
396.94,-61.71234306023131
396.95,-61.71343327066532
396.96000000000004,-61.71452326704345
396.97,-61.7156130493154
396.98,-61.71670261742649
396.99,-61.71779197131757
397.0,-61.71888111092491
397.01,-61.71997003618019
397.02,-61.72105874701039
397.03000000000003,-61.72214724333771
397.04,-61.7232355250795
397.05,-61.72432359214823
397.06,-61.72541144687964
397.07,-61.7264991188794
397.08,-61.72758658042139
397.09000000000003,-61.72867383169109
397.1,-61.729760872879
397.11,-61.73084770418071
397.12,-61.731934325797
397.13,-61.7330207379339
397.14,-61.73410694080278
397.15000000000003,-61.735192934620464
397.16,-61.73627871960925
397.17,-61.737364295997054
397.18,-61.73844966401745
397.19,-61.73953482390979
397.2,-61.740619775919264
397.21000000000004,-61.74170452029698
397.22,-61.74278905730005
397.23,-61.743873387191684
397.24,-61.74495751024128
397.25,-61.74604142672446
397.26,-61.747125136923216
397.27,-61.74820864112595
397.28000000000003,-61.74929193962758
397.29,-61.75037503272959
397.3,-61.751457920740165
397.31,-61.752540603974225
397.32,-61.753623082753535
397.33,-61.75470535740678
397.34000000000003,-61.75578742826965
397.35,-61.756869295684915
397.36,-61.757950960002525
397.37,-61.75903242157968
397.38,-61.76011366335953
397.39,-61.76119462681362
397.40000000000003,-61.762275332620135
397.41,-61.763355766718995
397.42,-61.76443591360727
397.43,-61.765515756339205
397.44,-61.76659547689329
397.45,-61.76767505089118
397.46000000000004,-61.76875446747263
397.47,-61.76983375327831
397.48,-61.770912938206656
397.49,-61.771991961180674
397.5,-61.77307065306181
397.51,-61.774149139392875
397.52,-61.77522742092134
397.53000000000003,-61.776305498394684
397.54,-61.77738332568002
397.55,-61.77846091239863
397.56,-61.7795382582559
397.57,-61.780615357848156
397.58,-61.78169223904901
397.59000000000003,-61.782768954261115
397.6,-61.783845472653475
397.61,-61.78492180000719
397.62,-61.785997942103386
397.63,-61.787073882350434
397.64,-61.78814960459555
397.65000000000003,-61.789225135991096
397.66,-61.79030047653705
397.67,-61.79137559460169
397.68,-61.79245046981002
397.69,-61.7935251387204
397.7,-61.79459960133281
397.71000000000004,-61.79567385764728
397.72,-61.796747907663786
397.73,-61.79782175138233
397.74,-61.798895388802926
397.75,-61.79996881992556
397.76,-61.801042040863024
397.77,-61.80211505002
397.78000000000003,-61.80318785116233
397.79,-61.80426044428998
397.8,-61.80533282940298
397.81,-61.80640500650131
397.82,-61.807476975584976
397.83,-61.80854873665399
397.84000000000003,-61.80962028970834
397.85,-61.81069163401848
397.86,-61.81176276942699
397.87,-61.812833696527036
397.88,-61.81390441531861
397.89,-61.81497492580171
397.90000000000003,-61.81604522797634
397.91,-61.8171153218425
397.92,-61.818185207400184
397.93,-61.819254884649396
397.94,-61.820324356199
397.95,-61.821393621738835
397.96000000000004,-61.82246267936901
397.97,-61.823531529089514
397.98,-61.82460017090036
397.99,-61.82566860480154
398.0,-61.82673683079307
398.01,-61.827804848874926
398.02,-61.82887265904712
398.03000000000003,-61.829940261309666
398.04,-61.83100765566254
398.05,-61.832074842105754
398.06,-61.833141820639305
398.07,-61.83420859126319
398.08,-61.83527515397742
398.09000000000003,-61.83634150878199
398.1,-61.83740765567689
398.11,-61.83847359466213
398.12,-61.83953932573771
398.13,-61.84060484890363
398.14,-61.841670164159886
398.15000000000003,-61.842735271506484
398.16,-61.843800170627155
398.17,-61.844864858560676
398.18,-61.845929338280754
398.19,-61.84699360978739
398.2,-61.84805767308058
398.21000000000004,-61.84912152816034
398.22,-61.850185175026645
398.23,-61.8512486136795
398.24,-61.85231184411892
398.25,-61.85337486634489
398.26,-61.85443768035742
398.27,-61.855500286156506
398.28000000000003,-61.856562683742155
398.29,-61.857624873114354
398.3,-61.8586868542731
398.31,-61.859748627218416
398.32,-61.86081019195028
398.33,-61.861871548468706
398.34000000000003,-61.86293269677368
398.35,-61.86399363686522
398.36,-61.86505436874331
398.37,-61.86611489240796
398.38,-61.86717520785916
398.39,-61.868235340928784
398.40000000000003,-61.86929523168683
398.41,-61.87035491420499
398.42,-61.871414388466945
398.43,-61.87247365445636
398.44,-61.873532712156866
398.45,-61.874591561552144
398.46000000000004,-61.87565020262585
398.47,-61.876708635361624
398.48,-61.87776685974314
398.49,-61.87882487575405
398.5,-61.87988268337801
398.51,-61.88094028259867
398.52,-61.88199767339971
398.53000000000003,-61.88305485576477
398.54,-61.88411182967751
398.55,-61.88516859512159
398.56,-61.88622515208066
398.57,-61.887281500538386
398.58,-61.888337640478426
398.59000000000003,-61.88939357188443
398.6,-61.890449294740066
398.61,-61.891504807720985
398.62,-61.89256010374675
398.63,-61.893615190423404
398.64,-61.89467006771542
398.65000000000003,-61.89572473558729
398.66,-61.89677919400348
398.67,-61.89783344292848
398.68,-61.89888748232678
398.69,-61.89994131216285
398.7,-61.900994932401176
398.71000000000004,-61.90204834300625
398.72,-61.90310154394254
398.73,-61.90415453517453
398.74,-61.905207316666704
398.75,-61.906259888383545
398.76,-61.907312250289536
398.77,-61.90836440234916
398.78000000000003,-61.9094163445269
398.79,-61.91046807678723
398.8,-61.91151959909464
398.81,-61.9125709114136
398.82,-61.91362201370861
398.83,-61.914672905944144
398.84000000000003,-61.91572358808468
398.85,-61.9167740600947
398.86,-61.917824321938696
398.87,-61.91887437358114
398.88,-61.919924214986516
398.89,-61.9209738461193
398.90000000000003,-61.922023266944
398.91,-61.923072477425066
398.92,-61.924121477526995
398.93,-61.92517026721426
398.94,-61.92621884645136
398.95,-61.92726721520276
398.96000000000004,-61.92831537343296
398.97,-61.92936332110642
398.98,-61.93041105818764
398.99,-61.931458584994466
399.0,-61.932505902786495
399.01,-61.93355301003442
399.02,-61.93459990670668
399.03000000000003,-61.93564659277171
399.04,-61.93669306819794
399.05,-61.937739332953804
399.06,-61.93878538700774
399.07,-61.939831230328174
399.08,-61.940876862883556
399.09000000000003,-61.94192228464231
399.1,-61.94296749557287
399.11,-61.94401249564367
399.12,-61.94505728482315
399.13,-61.94610186307974
399.14,-61.94714623038187
399.15000000000003,-61.94819038669799
399.16,-61.949234331996514
399.17,-61.950278066245886
399.18,-61.95132158941455
399.19,-61.952364901470915
399.2,-61.95340800238344
399.21000000000004,-61.95445089212056
399.22,-61.95549357065069
