time,m channel,h channel,n channel
0.89,0.9974611972038575,0.18792601116413216,0.7291381315975607
0.9,0.9974287180008792,0.18421949168993992,0.7331891600193464
0.91,0.9973858009762685,0.1805868869006987,0.7371341604372631
0.92,0.9973331494752579,0.17702675906453322,0.7409754322629153
0.93,0.9972713280487854,0.17353769860273105,0.7447152284353696
0.9400000000000001,0.9972007775881634,0.17011832416074865,0.7483557547969459
0.9500000000000001,0.9971218236174395,0.16676728403305835,0.7518991672300781
0.96,0.9970347069799839,0.16348325138978317,0.7553475792863868
0.97,0.996939552754323,0.16026493383649448,0.7587030458723768
0.98,0.9968364298827691,0.15711106328037464,0.7619675796680818
0.99,0.9967253461943569,0.15402039713013743,0.7651431490919984
1.0,0.9966062493912741,0.15099171876242456,0.7682316773840795
1.01,0.9964790302889523,0.14802383778065797,0.7712350420365397
1.02,0.9963435303191678,0.14511558925985993,0.7741550759443426
1.03,0.9961995464642804,0.14226583307175344,0.7769935684896899
1.04,0.9960468335983418,0.13947345352614085,0.7797522661397229
1.05,0.9958851071659067,0.13673735883669064,0.7824328733827229
1.06,0.9957140427780489,0.13405648203874737,0.7850370511439695
1.07,0.9955332817802023,0.1314297781116878,0.787566421873652
1.08,0.9953424312874949,0.12885622392041132,0.7900225696708435
1.09,0.9951410630592689,0.12633481828424933,0.792407040195432
1.1,0.994928712032507,0.12386458772026587,0.7947213314530597
1.11,0.9947048795319868,0.12144457591795864,0.7969669110427318
1.12,0.9944690333777306,0.11907384929384283,0.7991452075759546
1.1300000000000001,0.994220606681608,0.11675149547428328,0.8012576132136708
1.1400000000000001,0.9939589978824429,0.114476622725289,0.8033054848627454
1.1500000000000001,0.9936835714669077,0.11224835889532608,0.805290146174478
1.16,0.9933936544813569,0.11006585260236178,0.8072128857039061
1.17,0.9930885337819956,0.10792827424586302,0.8090749555648298
1.18,0.9927674600439851,0.10583481265130533,0.8108775772646913
1.19,0.9924296451238362,0.10378467574824068,0.8126219408218808
1.2,0.9920742589430159,0.10177709127923257,0.8143092038698716
1.21,0.9917004301617293,0.09981130567189102,0.8159404938296023
1.22,0.9913072445733763,0.09788658383104674,0.8175169085248987
1.23,0.9908937432887802,0.09600220910015593,0.8190395165203981
1.24,0.9904589213206545,0.09415748303689508,0.8205093577801441
1.25,0.9900017259212079,0.09235172508495479,0.8219274445617457
1.26,0.9895210552174194,0.09058427234514708,0.8232947620630214
1.27,0.9890157550221771,0.08885447990464833,0.8246122682465312
1.28,0.9884846216751085,0.08716171916332456,0.8258808966593796
1.29,0.9879263996237565,0.08550537788099301,0.8271015566968328
1.3,0.9873397716101967,0.08388486236762416,0.8282751306824367
1.31,0.9867233668379183,0.08229959443750898,0.8294024786810483
1.32,0.9860757547757072,0.08074901243677818,0.8304844373055544
1.33,0.9853954442024151,0.07923257084864412,0.8315218206028707
1.34,0.9846808826611193,0.0777497397700485,0.8325154210978287
1.35,0.9839304540046694,0.07630000495979654,0.8334660100002176
1.36,0.9831424768945791,0.0748828675776043,0.8343743378663455
1.37,0.9823152021357975,0.07349784357719076,0.8352411360030674
1.3800000000000001,0.9814468154913429,0.0721444643016613,0.8360671150761315
1.3900000000000001,0.9805354344538245,0.07082227582768476,0.8368529666479765
1.4000000000000001,0.9795791016873306,0.06953083808298825,0.8375993654598378
1.41,0.978575791354292,0.06826972510660237,0.8383069682383161
1.42,0.9775234074542183,0.06703852438344168,0.8389764150208632
1.43,0.9764197821455339,0.06583683667451762,0.8396083295756689
1.44,0.975262668329434,0.06466427703579983,0.8402033182977673
1.45,0.9740497474415681,0.06352047293994052,0.8407619726738625
1.46,0.9727786291283005,0.06240506392355111,0.8412848698248238
1.47,0.9714468490348371,0.0613177017071879,0.8417725724162791
1.48,0.9700518685991686,0.060258049881869,0.8422256290948463
1.49,0.968591076090871,0.05922578342464038,0.8426445750945153
1.5,0.9670617877034584,0.05822058820944997,0.8430299328087234
1.51,0.9654612482566464,0.05724216070777084,0.843382212108182
1.52,0.9637866324304606,0.05629020753581452,0.8437019108046102
1.53,0.9620350462465272,0.05536444500689805,0.8439895150744735
1.54,0.9602035287778525,0.05446459868575794,0.8442454998474409
1.55,0.9582890541168456,0.05359040294167108,0.8444703291641946
1.56,0.9562885335127487,0.05274160050216805,0.8446644565039527
1.57,0.9541988176350297,0.05191794201247947,0.8448283250822365
1.58,0.9520166993745085,0.051119185546320826,0.8449623681515717
1.59,0.9497389159183476,0.05034509627413429,0.8450670091776911
1.6,0.9473621515205638,0.049595446015467275,0.8451426620746777
1.61,0.9448830412496535,0.048870012667879034,0.845189731465143
1.62,0.9422981733209024,0.04816857993362762,0.8452086127518345
1.6300000000000001,0.9396040919650368,0.04749093694520227,0.8451996922292562
1.6400000000000001,0.9367972999006853,0.046836877974323385,0.8451633471304317
1.6500000000000001,0.933874260115739,0.046206202273895346,0.8450999455570403
1.6600000000000001,0.9308313985884344,0.04559871373030311,0.8450098465330844
1.67,0.9276651062084941,0.04501422073305996,0.8448933998924616
1.68,0.9243717408171054,0.04445253591230956,0.844750946298254
1.69,0.9209476269361926,0.043913476333293074,0.8445828168704662
1.7,0.9173890582125581,0.043396863170600465,0.8443893332571759
1.71,0.9136922946180328,0.04290252220082658,0.8441708070768699
1.72,0.9098535633028101,0.042430283673500796,0.8439275398547015
1.73,0.9058690563413205,0.041979982677120886,0.843659822578552
1.74,0.9017349257802411,0.041551459638922955,0.8433679352558543
1.75,0.8974472852614641,0.04114456025254954,0.8430521467413885
1.76,0.8930021981735454,0.04075913661830532,0.8427127139551563
1.77,0.8883956794195914,0.04039504715527929,0.8423498817216486
1.78,0.8836236818935534,0.040052157834261665,0.8419638819663505
1.79,0.8786820934813147,0.03973034248680638,0.8415549333592725
1.8,0.8735667256089847,0.03942948383364118,0.8411232406189988
1.81,0.8682733033520945,0.03914947431623181,0.8406689939419724
1.82,0.8627974539746922,0.03889021708344863,0.8401923683451973
1.83,0.8571346937804548,0.038651627059128384,0.8396935230077095
1.84,0.851280415922095,0.03843363193555149,0.8391726006406045
1.85,0.8452298776182495,0.038236173237865864,0.8386297268377503
1.86,0.8389781828227569,0.038059207690663725,0.8380650093628677
1.87,0.8325202687860451,0.03790270833124941,0.8374785375054611
1.8800000000000001,0.8258508897322587,0.03776666586798862,0.8368703814065588
1.8900000000000001,0.8189646022102903,0.037651089947868595,0.8362405914523946
1.9000000000000001,0.8118557517862313,0.03755601038435507,0.8355891977368471
1.9100000000000001,0.8045184590200217,0.03748147855958937,0.8349162094987085
1.92,0.7969466072946757,0.037427568836212406,0.8342216146274134
1.93,0.789133833960836,0.0373943798429594,0.8335053792960305
1.94,0.7810735251301868,0.03738203580822366,0.8327674476966951
1.95,0.7727588135030528,0.037390688102665506,0.8320077418498599
1.96,0.7641825847874407,0.03742051635838485,0.8312261616936523
1.97,0.7553374897972533,0.03747172945616936,0.8304225853577327
1.98,0.7462159704730672,0.03754456665560661,0.8295968696701161
1.99,0.7368102940879768,0.03763929832029485,0.8287488511606224
2.0,0.7271126028685,0.037756226261153505,0.82787834742261
2.0100000000000002,0.7171149725488466,0.03789568583959205,0.8269851576899292
2.02,0.7068095102668237,0.03805804439017284,0.8260690660965792
2.0300000000000002,0.6961884651003514,0.03824370123164612,0.8251298441983671
2.04,0.6852443750002882,0.038453087210226326,0.8241672543401329
2.05,0.673970239138643,0.03868666308252994,0.8231810538615426
2.06,0.6623597320014066,0.03894491725914741,0.8221710001799973
2.07,0.6504074643524964,0.03922836269954717,0.8211368569020885
2.08,0.6381092865860726,0.0395375326530958,0.8200784008986899
2.09,0.6254626414763061,0.03987297508433078,0.818995430456896
2.1,0.6124669682011501,0.04023524558937956,0.8178877745441726
2.11,0.599124151236929,0.040624898651897785,0.8167553031027487
2.12,0.5854390131356266,0.041042476928708806,0.8155979383184608
2.13,0.5714198343051633,0.04148849857726124,0.8144156666222668
2.14,0.557078886772276,0.04196344245322675,0.8132085512052688
2.15,0.5424329576304028,0.04246773127469144,0.8119767446497496
2.16,0.5275038260374779,0.04300171277913386,0.8107205011400042
2.17,0.5123186595252748,0.04356563957445465,0.8094401876838773
2.18,0.4969102847681844,0.04415964828964779,0.8081362936479708
2.19,0.4813172844029315,0.044783738683827644,0.8068094378849249
2.2,0.4655838943878897,0.045437753822085425,0.8054603730050658
2.21,0.4497596049387713,0.04612136342362306,0.8040899851877475
2.22,0.4338985384687445,0.04683405071594283,0.8026992905445524
2.23,0.41805854164673856,0.04757510498529125,0.801289426790004
2.24,0.40230001303189017,0.04834362060939411,0.7998616403740578
2.25,0.38668457806891415,0.04913850302837841,0.7984172702383288
2.2600000000000002,0.37127353166247457,0.04995848303039389,0.7969577268591599
2.27,0.35612639246712485,0.05080213748617914,0.7954844707283866
2.2800000000000002,0.3412994268188553,0.051667915904087376,0.7939989887486009
2.29,0.32684434456317935,0.05255417153936672,0.7925027707623393
2.3000000000000003,0.3128072315974736,0.053459194766345974,0.7909972874316613
2.31,0.29922776201236395,0.054381246456590364,0.7894839704164979
2.32,0.28613868268312903,0.05531859126105259,0.7879641946271282
2.33,0.2735656564989295,0.05626952560490712,0.7864392651680319
2.34,0.26152733507331305,0.057232402778261596,0.7849104069394768
2.35,0.25003566099136304,0.058205653329270135,0.7833787575865961
2.36,0.23909637233870318,0.05918779978482331,0.7818453640214799
2.37,0.22870963129186303,0.06017746634631094,0.7803111817586008
2.38,0.2188707086605268,0.061173384444254394,0.7787770763054006
2.39,0.20957069857152813,0.06217439494190918,0.7772438261584674
2.4,0.20079723777991482,0.06317944654948766,0.7757121274751612
2.41,0.1925351831840662,0.06418759159938925,0.774182599708113
2.42,0.18476723360847153,0.06519798127460394,0.7726557912369235
2.43,0.1774744892743827,0.06620985890008758,0.77113218557357
2.44,0.17063694076275093,0.06722255272228717,0.7696122074861724
2.45,0.1642338937060096,0.06823546849689466,0.7680962289397911
2.46,0.15824431571867817,0.0692480822378007,0.7665845746049947
2.47,0.15264714116302244,0.07025993282471837,0.765077527285841
2.48,0.1474214948550597,0.07127061559492652,0.7635753324862583
2.49,0.1425468962045503,0.07227977560086177,0.7620782031212651
2.5,0.13800340619024468,0.07328710182918417,0.7605863234806861
2.5100000000000002,0.133771713630658,0.07429232257488182,0.7590998523286175
2.52,0.12983322579173676,0.07529520047898958,0.7576189262360986
2.5300000000000002,0.12617013099084345,0.07629552813337132,0.7561436625022018
2.54,0.12276542633787098,0.07729312447803367,0.7546741615105942
2.5500000000000003,0.11960293264005839,0.07828783149266665,0.7532105088856889
2.56,0.1166672998611488,0.07927951152226886,0.7517527772322095
2.57,0.11394400000682577,0.0802680445325917,0.7503010279102514
2.58,0.11141931258147426,0.08125332583495905,0.7488553125010748
2.59,0.10908030205997564,0.08223526420071244,0.7474156740172757
2.6,0.10691479332291644,0.08321378025085929,0.745982147934851
2.61,0.10491134390843809,0.08418880501917037,0.7445547631128807
2.62,0.1030592116118837,0.08516027856820006,0.7431335426779909
2.63,0.10134832149337736,0.08612814884870514,0.7417185047520087
2.64,0.09976923327402279,0.08709237076291958,0.7403096630490681
2.65,0.09831311414009479,0.08805290548822026,0.7389070273070018
2.66,0.0969716950954763,0.0890097193960739,0.7375106039761531
2.67,0.09573724159433473,0.08996278350235275,0.7361203965688344
2.68,0.09460252799944477,0.09091207308081908,0.7347364059055421
2.69,0.09356080764804994,0.09185756718207207,0.7333586304215596
2.7,0.09260578239317191,0.09279924814262037,0.7319870664797521
2.71,0.09173157338270128,0.09373710116688541,0.7306217086366298
2.72,0.09093269542296858,0.09467111401814217,0.7292625498397813
2.73,0.09020402992882835,0.09560127666655285,0.7279095816520146
2.74,0.08954080455154313,0.09652758115794507,0.7265627943350443
2.75,0.08893857001997212,0.09745002135302741,0.725222177016294
2.7600000000000002,0.0883931784825853,0.09836859272812172,0.7238877178156556
2.77,0.08790076432370879,0.09928329222188641,0.7225594039435086
2.7800000000000002,0.08745772485275881,0.10019411805968868,0.7212372218133016
2.79,0.08706070398366982,0.10110106964678066,0.7199211571099042
2.8000000000000003,0.08670657159465567,0.10200414737665707,0.7186111949119555
2.81,0.08639241403104711,0.10290335263554104,0.7173073196891376
2.82,0.08611551405669533,0.10379868761015656,0.7160095154255501
2.83,0.08587334156218365,0.10469015528327519,0.7147177656229157
2.84,0.08566354033861359,0.10557775933610804,0.7134320533626324
2.85,0.08548391301140916,0.10646150405706035,0.7121523613646298
2.86,0.08533241534705105,0.10734139433036351,0.7108786719944078
2.87,0.08520714082600647,0.10821743553731024,0.7096109673269002
2.88,0.08510631432081689,0.10908963353568119,0.7083492291599918
2.89,0.08502828208659234,0.10995799461002566,0.7070934390467554
2.9,0.08497150186648687,0.11082252542048585,0.7058435783283942
2.91,0.08493453862557096,0.1116832330002088,0.7045996281354897
2.92,0.0849160533760126,0.11254012469146955,0.7033615694297247
2.93,0.08491479979674894,0.11339320814512067,0.7021293830038232
2.94,0.08492961662434106,0.11424249128299149,0.7009030495060811
2.95,0.0849594201159532,0.11508798226805157,0.6996825494594336
2.96,0.08500320227206698,0.11592968949940033,0.6984678632660609
2.97,0.08506002087374644,0.1167676215696255,0.6972589712339727
2.98,0.08512900059845985,0.11760178727843347,0.6960558535687804
2.99,0.08520932228418655,0.11843219558223345,0.6948584904064665
3.0,0.0853002254476223,0.11925885561440754,0.6936668618003528
3.0100000000000002,0.08540099811142854,0.12008177664012364,0.6924809477505263
3.02,0.08551097906938275,0.12090096807382227,0.6913007281918981
3.0300000000000002,0.08562954931511345,0.12171643944221479,0.6901261830190252
3.04,0.085756133728304,0.1225282003932641,0.6889572920806376
3.0500000000000003,0.0858901938224189,0.12333626067068948,0.68779403519566
3.06,0.08603122975001032,0.1241406301205333,0.6866363921501247
3.0700000000000003,0.08617877199822775,0.12494131866270479,0.6854843427148791
3.08,0.0863323855293669,0.12573833630875061,0.6843378666341611
3.09,0.0864916618400328,0.12653169313094748,0.6831969436462854
3.1,0.08665622076322106,0.12732139926947078,0.6820615534793784
3.11,0.0868257080198214,0.12810746492436623,0.6809316758567081
3.12,0.08699979132631402,0.1288899003438125,0.6798072905037715
3.13,0.08717816262239916,0.12966871583327985,0.6786883771423037
3.14,0.08736053200982166,0.13044392173171454,0.6775749155069265
3.15,0.08754663111366116,0.1312155284240268,0.6764668853369993
3.16,0.08773620719249223,0.13198354632298415,0.6753642663879144
3.17,0.08792902584340358,0.1327479858737699,0.6742670384295592
3.18,0.08812486694365523,0.1335088575439737,0.6731751812521435
3.19,0.08832352525594803,0.1342661718249775,0.6720886746654153
3.2,0.08852480923890663,0.13501993922762687,0.6710074985017305
3.21,0.08872853909874485,0.13577017027575275,0.6699316326204829
3.22,0.0889345478677827,0.13651687551215122,0.6688610569033032
3.23,0.08914267818861484,0.13726006548431677,0.6677957512649145
3.24,0.0893527843477983,0.13799975074744486,0.6667356956524367
3.25,0.08956472885697217,0.1387359418601833,0.6656808700458711
3.2600000000000002,0.08977838434603459,0.13946864938917994,0.6646312544558239
3.27,0.08999363076232236,0.1401978838964262,0.6635868289330293
3.2800000000000002,0.09021035570352189,0.1409236559418838,0.6625475735661774
3.29,0.09042845530776109,0.14164597608641935,0.6615134684799375
3.3000000000000003,0.09064783067381901,0.14236485487943443,0.6604844938436077
3.31,0.090868390223379,0.14308030286670403,0.6594606298656617
3.3200000000000003,0.09109004848966773,0.14379233058611846,0.658441856796777
3.33,0.09131272431931362,0.14450094856137108,0.6574281549344003
3.34,0.09153634336565866,0.14520616730811964,0.6564195046188429
3.35,0.09176083475842828,0.1459079973255461,0.6554158862386262
3.36,0.09198613242366466,0.14660644909909143,0.6544172802289671
3.37,0.09221217516488114,0.14730153310159494,0.6534236670708781
3.38,0.09243890475617755,0.14799325978500752,0.652435027297235
3.39,0.09266626724362365,0.1486816395853844,0.6514513414893778
3.4,0.09289421204306275,0.14936668291953412,0.650472590279461
3.41,0.0931226913194758,0.15004840018285717,0.6494987543519433
3.42,0.09335166146702618,0.1507268017528337,0.6485298144416383
3.43,0.09358108026317927,0.15140189798112078,0.6475657513387703
3.44,0.09381090825907479,0.1520736991967062,0.646606545887201
3.45,0.09404110943619379,0.15274221570971436,0.6456521789812849
3.46,0.09427164958171742,0.1534074578040791,0.6447026315715733
3.47,0.09450249588254304,0.15406943573575455,0.6437578846661989
3.48,0.09473361815390464,0.15472815973693918,0.6428179193277967
3.49,0.0949649890513773,0.15538364001547175,0.6418827166742243
3.5,0.09519658136954087,0.1560358867482272,0.6409522578828036
3.5100000000000002,0.09542836996360644,0.15668491008521596,0.6400265241878885
3.52,0.09566033267371118,0.15733072015616364,0.6391054968761456
3.5300000000000002,0.09589244721782408,0.1579733270540589,0.6381891572983123
3.54,0.09612469308437785,0.1586127408452798,0.6372774868620652
3.5500000000000003,0.09635705148551456,0.1592489715701079,0.6363704670311777
3.56,0.09658950465125955,0.1598820292383222,0.6354680793292758
3.5700000000000003,0.0968220356478526,0.1605119238282308,0.6345703053406442
3.58,0.09705462881118884,0.16113866528874213,0.6336771267083762
3.59,0.09728726973770636,0.16176226353839937,0.6327885251351223
3.6,0.09751994441974128,0.16238272846386032,0.6319044823845624
3.61,0.09775263980713202,0.1630000699203413,0.6310249802808737
3.62,0.09798534443126142,0.16361429773198372,0.6301500007095225
3.63,0.0982180467233286,0.16422542168951357,0.6292795256172548
3.64,0.09845073603957824,0.1648334515511157,0.6284135370127104
3.65,0.09868340274097111,0.16543839704398944,0.627552016964716
3.66,0.0989160377017531,0.166040267861554,0.6266949476047272
3.67,0.09914863220391883,0.16663907366281527,0.6258423111273766
3.68,0.09938117825933397,0.16723482407608917,0.6249940897871827
3.69,0.09961366860828895,0.16782752870115283,0.6241502658966415
3.7,0.09984609617806034,0.16841719709846942,0.6233108218357141
3.71,0.1000784544530383,0.16900383879752498,0.6224757400444759
3.72,0.10031073767665487,0.16958746329070462,0.6216450030288106
3.73,0.10054294017369599,0.17016808004005535,0.6208185933538788
3.74,0.10077505675232305,0.17074569847234478,0.6199964936488535
3.75,0.10100708271330655,0.1713203279796845,0.6191786866060852
3.7600000000000002,0.10123901366252662,0.17189197791962185,0.6183651549812152
3.77,0.10147084546428595,0.17246065761495263,0.6175558815933527
3.7800000000000002,0.10170257436089357,0.17302637635555806,0.6167508493232746
3.79,0.10193419697724372,0.17358914340072984,0.6159500411113467
3.8000000000000003,0.10216571006366677,0.17414896797020368,0.615153439965626
3.81,0.10239711066917905,0.17470585925120602,0.6143610289554748
3.8200000000000003,0.10262839634194625,0.17525982639321186,0.6135727912165911
3.83,0.10285956460785972,0.17581087851398952,0.6127887099449717
3.84,0.10309061329534837,0.17635902469530013,0.6120087684011741
3.85,0.10332154050845527,0.17690427398483383,0.611232949908242
3.86,0.10355234453475343,0.1774466353949864,0.6104612378530361
3.87,0.10378302382257687,0.17798611790265786,0.6096936156864259
3.88,0.10401357703445402,0.17852273045075115,0.6089300669217432
3.89,0.10424400304420198,0.17905648194889734,0.6081705751341165
3.9,0.10447430082715957,0.17958738126972892,0.60741512396397
3.91,0.10470446953018489,0.18011543725181714,0.6066636971142273
3.92,0.10493450855612002,0.18064065869703344,0.6059162783526993
3.93,0.10516441733740066,0.18116305437393038,0.6051728515090233
3.94,0.10539419547352949,0.18168263301536577,0.6044334004767796
3.95,0.1056238427348518,0.1821994033194617,0.6036979092124872
3.96,0.10585335900223296,0.18271337394908205,0.6029663617361818
3.97,0.10608274425401057,0.18322455353175196,0.6022387421314761
3.98,0.10631199859123212,0.18373295066022935,0.6015150345448284
3.99,0.10654112229541561,0.18423857389278236,0.6007952231854896
4.0,0.10677011564652653,0.18474143175177543,0.6000792923264904
4.01,0.10699897907504423,0.18524153272491284,0.5993672263037498
4.0200000000000005,0.10722771315547956,0.18573888526721488,0.598659009513795
4.03,0.10745631846983464,0.18623349779567538,0.5979546264193146
4.04,0.10768479571261366,0.18672537869337058,0.5972540615448872
4.05,0.10791314566347834,0.18721453630838922,0.5965572994780941
4.0600000000000005,0.10814136920074055,0.18770097895504673,0.5958643248673045
4.07,0.10836946727979382,0.18818471491194416,0.5951751224252153
4.08,0.10859744093759507,0.18866575242237163,0.5944896769281159
4.09,0.10882529130046822,0.1891440996950105,0.593807973214607
4.1,0.10905301952122329,0.18961976490441454,0.5931299961842234
4.11,0.10928062676453897,0.1900927561912065,0.5924557307969528
4.12,0.10950811442863603,0.19056308165909883,0.5917851620805357
4.13,0.10973548392837217,0.19103074937780887,0.5911182751233216
4.14,0.1099627367479053,0.19149576738231214,0.5904550550760704
4.15,0.11018987413268079,0.19195814367578504,0.5897954871438313
4.16,0.11041689779706967,0.1924178862228441,0.5891395566045985
4.17,0.11064380938292558,0.19287500295471907,0.5884872487950373
4.18,0.11087061060019962,0.19332950176790933,0.5878385491141909
4.19,0.11109730302097294,0.19378139052667992,0.587193443016828
4.2,0.11132388840082078,0.19423067705916705,0.5865519160238228
4.21,0.11155036862784017,0.19467736915799597,0.585913953720508
4.22,0.11177674559029131,0.19512147458188486,0.5852795417524002
4.23,0.11200302109268241,0.19556300105784843,0.5846486658196947
4.24,0.11222919688695202,0.19600195628055753,0.584021311678891
4.25,0.11245527516613102,0.19643834790220388,0.5833974651685178
4.26,0.11268125799234692,0.19687218354424368,0.582777112179325
4.2700000000000005,0.11290714748037493,0.19730347079362925,0.5821602386638501
4.28,0.11313294579763797,0.1977322172028088,0.5815468306364172
4.29,0.11335865516420675,0.1981584302897267,0.580936874173137
4.3,0.1135842774197202,0.19858211754850283,0.5803303553820351
4.3100000000000005,0.11380981482643261,0.19900328642962994,0.5797272604584428
4.32,0.1140352698372482,0.19942194434569352,0.5791275756689975
4.33,0.11426064479613628,0.19983809867875987,0.5785312873309776
4.34,0.11448594209261416,0.20025175677656623,0.577938381822959
4.3500000000000005,0.11471116416174723,0.20066292595252108,0.5773488455848145
4.36,0.11493631348414884,0.20107161348570385,0.5767626651177142
4.37,0.11516139190794161,0.20147782664140587,0.5761798269218171
4.38,0.1153864023181397,0.2018815726205575,0.5756003176496788
4.39,0.11561134725318042,0.20228285860163933,0.5750241239791173
4.4,0.11583622928778262,0.20268169172908385,0.5744512326483968
4.41,0.11606105103518007,0.20307807911320755,0.573881630456432
4.42,0.1162858151471216,0.20347202783021123,0.5733153042627888
4.43,0.11651052418529999,0.20386354492753722,0.5727522409700957
